SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
ALB.1.0.319.0.UTKG,ALB,1,0,319,0,UTKG,Albania,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,
MNE.1.0.319.0.UTKG,MNE,1,0,319,0,UTKG,Montenegro,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,
MKD.1.0.319.0.UTKG,MKD,1,0,319,0,UTKG,North Macedonia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,
SRB.1.0.319.0.UTKG,SRB,1,0,319,0,UTKG,Serbia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,
TUR.1.0.319.0.UTKG,TUR,1,0,319,0,UTKG,Türkiye,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169748,0.0186261,0.0183141,0.018754,0.0191343,0.0204356,0.0184726,0.0240356,0.0232447,0.0244927,0.0255574,0.0257122,0.0463004,0.0695676,0.0541343,0.0577745,0.0660106,0.0723068,,,,,,,
ISL.1.0.319.0.UTKG,ISL,1,0,319,0,UTKG,Iceland,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1032977,0.1067738,0.1236313,0.1018738,0.1136172,0.1053103,0.1182641,0.104902,0.1017813,0.1530659,0.1027009,0.120147,0.164118,0.083237,0.1161596,0.1355504,0.1314855,0.1419479,15.4579644,0.1815289,0.1818959,0.1748515,0.330179,0.2725025,0.3337265,0.3183561,0.3333273,0.3357345,0.3349599,,,,,,,
NOR.1.0.319.0.UTKG,NOR,1,0,319,0,UTKG,Norway,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1012316,0.0975659,0.0906829,0.1013163,0.0808551,0.0843531,0.0848275,0.0794683,0.0943295,0.0928348,0.0885312,0.0927245,0.1091445,0.075244,0.0996429,0.0912353,0.0624215,0.0632567,0.0726782,0.0594603,0.0094244,0.006611,0.0027384,0.0020411,0.0012233,0.0018489,0.0011101,0.0005582,0.0009017,0.0005771,0.0005635,0.0005612,,,,,,,
CHE.1.0.319.0.UTKG,CHE,1,0,319,0,UTKG,Switzerland,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2546807,0.2609377,0.2488628,0.3017582,0.3393332,0.2576663,0.2391463,0.2744996,0.1923682,0.2223724,0.1734478,0.1519717,0.1475848,0.1424461,0.1650308,0.1559695,0.1356847,0.1395799,0.1475379,0.176783,0.1628128,0.1693299,0.169613,0.1707911,0.1720933,0.1825816,0.1833929,0.1768199,0.1718573,0.1700657,0.1723176,0.170201,,,,,,,
JPN.1.0.319.0.UTKG,JPN,1,0,319,0,UTKG,Japan,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1834289,0.2243515,0.2491873,0.2629769,0.286043,0.3598867,0.4398856,0.4850915,0.4177998,0.4693981,0.4069755,0.5813728,0.5622583,0.5600332,0.5081157,0.4608803,0.4389146,0.3972619,0.3574337,0.3434702,0.310277,0.2994974,0.2741386,0.2607098,0.2412699,0.3314646,0.2774988,0.288278,0.2177241,0.2807347,0.2461358,0.304391,0.2899741,0.3389674,0.332954,0.3913186,0.3954451,0.4185724,0.4242255,0.417533,0.4503241,0.5050277,0.5462294,0,0,0,,,,,,,
USA.1.0.319.0.UTKG,USA,1,0,319,0,UTKG,United States,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4438635,0.4976606,0.5319324,0.4631059,0.4075734,0.3826924,0.3862471,0.4455704,0.3057069,0.2870211,0.3072124,0.288802,0.3021423,0.2281209,0.207053,0.205901,0.2187731,0.2178276,0.2122435,0.220417,0.2642063,0.253275,0.2422425,0.2571531,0.2775812,0.2622992,0.2862585,0.314472,0.3574275,0.3811063,0.347675,0.3373393,0.2987801,0.2474152,0.2484613,0.2333349,0.2394253,0.2205783,0.2281335,0.1740978,0.1308993,0.094367,0.1183588,0.1550833,0.1351574,0.1396464,0.1344181,1.333445,0.136087,0.0995716,0.1184568,0.1450262,0.1572938,0.1541682,0,0,0,,,,,,,
EU27.1.0.0.0.URTG,EU27,1,0,0,0,URTG,European Union,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2937.373,3107.224,3187.769,3298.901,3487.222,3643.961,3754.923,3852.149,3956.316,4108.287,4305.421,4585.38,4881.455,4999.74,4770.754,4933.09,5155.681,5301.208,5434.975,5554.755,5709.925,5834.603,6071.169,6307.231,6517.602,6279.328,6883.502,7425.63,7836.69,8264.85,8636.999,8964.342,,,,,,,
EU15.1.0.0.0.URTG,EU15,1,0,0,0,URTG,European Union (15 countries),01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9050.664,9381.27,,,,,,,
EA19.1.0.0.0.URTG,EA19,1,0,0,0,URTG,Euro area (19 countries),01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2638.817,2774.01,2844.613,2939.249,3111.748,3234.99,3336.108,3418.229,3513.124,3637.091,3782.7,4021.531,4258.125,4341.482,4192.381,4294.724,4479.054,4603.667,4720.539,4825.907,4950.365,5065.677,5252.438,5448.679,5614.857,5387.468,5892.321,6355.163,6679.524,7012.251,7295.782,7551.185,,,,,,,
EA20.1.0.0.0.URTG,EA20,1,0,0,0,URTG,Euro area,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648.757,2783.889,2856.312,2951.573,3122.326,3245.798,3348.054,3431.054,3527.098,3651.72,3798.702,4038.881,4277.763,4362.816,4211.751,4313.184,4497.572,4622.391,4739.649,4845.449,4970.62,5086.997,5274.723,5472.204,5640.399,5411.029,5918.888,6385.639,6715.41,7051.321,7338.569,7596.589,,,,,,,
EA12.1.0.0.0.URTG,EA12,1,0,0,0,URTG,Euro area (12 countries),01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2616.814,2750.292,2817.402,2909.918,3081.329,3201.352,3300.792,3379.971,3471.627,3591.718,3731.631,3963.812,4190.375,4266.362,4121.885,4222.412,4401.521,4523.981,4637.493,4739.387,4857.47,4973.331,5153.859,5342.516,5501.248,5275.295,5766.581,6213.999,6519.378,6839.682,7109.388,7354.899,,,,,,,
BEL.1.0.0.0.URTG,BEL,1,0,0,0,URTG,Belgium,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-BEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.3221,105.107,110.8191,116.1594,120.7864,126.4423,131.1424,136.245,138.3033,145.6797,152.3741,159.4184,167.0997,174.7459,170.6777,180.7833,191.5912,201.3249,208.1147,211.5558,213.6097,218.2932,228.3147,236.1912,238.3002,229.1777,250.6812,274.166,293.34,306.7963,318.4322,327.8259,,,,,,,
BGR.1.0.0.0.URTG,BGR,1,0,0,0,URTG,Bulgaria,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3349,0.6265,6.3315,9.336,10.4207,12.1191,12.8004,12.9625,14.1178,16.3186,18.0338,19.4752,23.9276,28.0277,25.4923,24.3063,25.921,27.6458,30.459,31.8016,34.5077,33.4586,37.3915,42.5209,46.2797,45.4287,52.4072,64.5453,68.1474,74.513,84.52473,87.68821,,,,,,,
CZE.1.0.0.0.URTG,CZE,1,0,0,0,URTG,Czechia,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.854,707.704,757.253,813.165,857.13,888.998,967.813,1030.148,1192.083,1228.984,1291.436,1386.756,1534.607,1571.555,1538.751,1574.957,1643.363,1665.912,1712.781,1760.603,1908.698,1940.085,2067.992,2244.896,2394.134,2366.468,2527.725,2814.321,3060.379,3267.322,3425.818,3553.617,,,,,,,
DNK.1.0.0.0.URTG,DNK,1,0,0,0,URTG,Denmark,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd DKK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.071,606.701,628.815,655.646,691.602,724.795,742.707,753.017,771.832,830.691,894.526,926.837,954.596,972.639,926.729,978.867,1007.905,1035.497,1057.519,1119.437,1086.629,1106.536,1144.944,1156.877,1246.044,1249.429,1374.329,1374.838,1406.253,1508.921,1539.225,1588.036,,,,,,,
DEU.1.0.0.0.URTG,DEU,1,0,0,0,URTG,Germany,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686.311,761.026,790.261,837.075,870.238,885.563,899.509,923.01,968.416,986.936,977.627,981.788,1001.289,998.635,1011.597,1056.69,1110.816,1143.471,1125.612,1143.087,1220.989,1260.986,1298.112,1350.164,1401.532,1465.493,1529.123,1597.996,1657.565,1612.652,1747.866,1852.59,1921.171,2012.85,2096.246,2167.195,,,,,,,
EST.1.0.0.0.URTG,EST,1,0,0,0,URTG,Estonia,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-EEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1661,1.42,1.7772,1.9545,1.99,2.2402,2.4822,2.8414,3.2239,3.5691,3.9569,4.9319,5.9921,6.1332,6.1287,5.9373,6.4028,7.0537,7.2991,7.8234,8.3004,8.6133,9.3208,10.1113,11.1073,10.9528,12.4329,14.173,15.4823,16.7786,18.18189,18.65104,,,,,,,
IRL.1.0.0.0.URTG,IRL,1,0,0,0,URTG,Ireland,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-IEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9587,23.0736,26.0016,29.1543,33.4466,38.4324,40.451,44.0095,48.056,53.3156,58.9128,67.1949,70.7641,64.6627,55.9434,54.8637,57.7936,59.8024,61.395,66.2665,71.0582,73.8219,77.0349,83.2385,88.2981,83.3487,99.6548,116.0073,123.7914,148.2843,137.5827,142.1948,,,,,,,
GRC.1.0.0.0.URTG,GRC,1,0,0,0,URTG,Greece,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-GRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.753,38.046,43.189,48.703,53.998,59.836,61.669,65.013,69.346,75.136,78.449,85.338,93.921,98.416,92.328,93.146,90.7,90.377,89.524,84.036,85.68,88.112,87.455,89.407,89.805,83.319,91.644,104.671,108.446,117.164,120.9833,128.7384,,,,,,,
ESP.1.0.0.0.URTG,ESP,1,0,0,0,URTG,Spain,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-ESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.795,180.897,195.271,213.003,230.397,245.747,266.006,287.171,304.787,332.725,368.206,407.079,442.451,409.082,373.777,391.624,387.333,390.842,396.593,405.125,417.645,425.316,444.005,472.25,488.347,468.267,528.95,574.012,628.283,672.659,715.1433,750.0635,,,,,,,
FRA.1.0.0.0.URTG,FRA,1,0,0,0,URTG,France,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-FRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.298,179.153,207.706,237.397,277.762,313.57,346.004,373.838,396.741,422.038,444.837,475.534,502.524,528.479,542.759,557.876,580.523,618.332,649.94,668.781,694.521,727.045,756.007,786.539,800.987,815.469,855.607,894.341,943.178,981.352,1010.53,979.773,1009.201,1066.319,1100.966,1137.646,1159.145,1182.327,1196.623,1244.387,1273.016,1287.929,1223.273,1326.232,1424.436,1455.683,1500.636,1556.648,1596.379,,,,,,,
HRV.1.0.0.0.URTG,HRV,1,0,0,0,URTG,Croatia,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-HRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0194,9.043,10.8378,11.6593,10.6436,10.9628,11.8622,12.6182,14.0377,14.5555,15.7179,16.8669,19.1244,20.4543,18.8704,18.4599,18.5182,18.7235,19.1105,19.5423,20.2557,21.3199,22.2848,23.5249,25.5416,23.5617,26.5676,30.4761,35.8864,39.07,42.78631,45.404,,,,,,,
ITA.1.0.0.0.URTG,ITA,1,0,0,0,URTG,Italy,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-ITL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.289,468.772,507.513,513.774,533.453,547.045,575.153,591.19,612.124,629.663,643.925,685.63,734.222,742.417,728.627,738.388,754.137,775.551,778.629,783.525,794.792,794.041,807.248,820.05,847.437,791.669,868.924,935.539,995.682,1032.867,1076.019,1108.859,,,,,,,
CYP.1.0.0.0.URTG,CYP,1,0,0,0,URTG,Cyprus,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-CYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4714,2.5539,2.6397,2.9572,3.1503,3.6687,4.0402,4.1778,4.7724,5.1725,5.8415,6.3984,7.5787,7.8852,7.3336,7.6751,7.7438,7.6699,7.3488,7.5785,7.5954,7.6211,8.2553,8.9164,9.6618,9.0307,10.5605,11.975,13.6815,14.8572,15.86868,16.52367,,,,,,,
LVA.1.0.0.0.URTG,LVA,1,0,0,0,URTG,Latvia,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-LVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38756,1.63789,1.97128,2.28531,2.32777,2.36255,2.44467,2.74759,3.08383,3.75793,4.688,6.18323,7.71355,8.34697,6.75867,6.7462,7.52228,8.20782,8.493,8.80867,9.13246,9.51185,10.21529,11.0756,11.67878,11.73918,12.69069,14.21108,16.25573,17.66027,18.64973,19.52816,,,,,,,
LTU.1.0.0.0.URTG,LTU,1,0,0,0,URTG,Lithuania,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-LTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5648,3.2356,4.5158,4.9675,4.8332,4.8406,4.7643,5.0611,5.3863,5.9535,7.0853,8.1962,10.0017,11.4463,9.6481,9.979,10.6118,11.1216,11.5229,12.0943,12.8922,13.3933,14.259,15.7654,17.2606,18.0603,20.5002,23.974,27.0735,29.9839,32.80468,34.82423,,,,,,,
LUX.1.0.0.0.URTG,LUX,1,0,0,0,URTG,Luxembourg,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-LUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71267,7.05248,7.6407,8.11821,8.89339,10.00503,10.45003,10.95259,11.43789,11.91918,13.09125,14.11553,15.71487,16.52302,16.59059,17.68247,18.68544,19.68944,20.65897,21.72387,22.58366,23.57363,24.80564,27.38385,28.5552,28.34586,31.7055,34.1424,37.4337,41.2777,42.67247,44.82044,,,,,,,
HUN.1.0.0.0.URTG,HUN,1,0,0,0,URTG,Hungary,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd HUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2721.6,3326.66,3891.66,4529.03,5090.79,5903.31,6660.39,7356.58,8022.85,8893.9,9385.91,10248.9,11526.76,12252.26,12148.97,12199.55,12513.78,13567.95,14407.36,15508.27,16915.45,16293.72,17383.45,19109.77,21008.58,21252.96,22767.13,28140.27,32045.57,34203.44,36652.08,38533.31,,,,,,,
MLT.1.0.0.0.URTG,MLT,1,0,0,0,URTG,Malta,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-MTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0845,1.0826,1.1762,1.1612,1.3359,1.4366,1.5185,1.6271,1.7264,1.8417,2.0445,2.1535,2.2599,2.3742,2.3915,2.5968,2.7081,2.8708,3.0805,3.4082,3.7828,3.9712,4.5267,4.9702,5.1953,4.7913,5.4206,5.9341,6.5682,7.7842,7.936865,8.460816,,,,,,,
NLD.1.0.0.0.URTG,NLD,1,0,0,0,URTG,Netherlands,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-NLG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.021,159.58,165.801,173.893,187.21,200.529,210.599,213.99,219.143,227.769,237.32,258.423,267.848,288.237,273.028,280.291,284.421,288.342,297.383,301.973,303.955,317.914,330.943,345.746,364.103,360.92,389.572,429.861,457.397,487.336,502.2326,525.5348,,,,,,,
AUT.1.0.0.0.URTG,AUT,1,0,0,0,URTG,Austria,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-ATS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7138,93.2949,93.9968,97.4298,101.085,104.1705,112.1059,112.9638,115.0951,118.7678,123.8665,128.4762,136.4481,142.5166,140.8939,143.7691,150.5676,156.9543,161.9934,166.6171,173.5694,174.946,180.1409,189.2715,196.3115,186.7683,204.4686,222.69,237.0937,248.8248,258.5505,267.2318,,,,,,,
POL.1.0.0.0.URTG,POL,1,0,0,0,URTG,Poland,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd PLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.662,200.971,221.946,248.459,277.189,292.214,313.289,327.94,335.193,358.752,399.182,437.568,487.12,521.722,518.162,556.03,612.181,638.754,638.131,667.323,703.95,721.552,791.645,876.122,941.512,966.002,1113.119,1234.468,1420.468,1559.374,1717.451,1849.525,,,,,,,
PRT.1.0.0.0.URTG,PRT,1,0,0,0,URTG,Portugal,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-PTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3407,36.2419,39.6568,42.6398,47.2964,50.7024,53.477,57.6664,58.0265,61.0056,64.4519,68.2917,73.0634,74.6407,70.8388,72.7873,74.5835,71.8507,76.3659,76.7971,78.6514,79.999,83.0595,87.853,91.3662,87.1897,96.378,106.2763,116.6085,123.9615,132.1326,139.0087,,,,,,,
ROM.1.0.0.0.URTG,ROM,1,0,0,0,URTG,Romania,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd RON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4582,3.371,7.7051,11.9732,19.201,27.4459,38.5951,50.1787,63.1445,80.0507,93.7806,114.8403,147.9221,174.3824,160.4816,174.2573,190.1391,200.3838,211.8053,229.6614,251.899,242.7845,264.3917,302.5133,338.4866,345.0937,388.8512,476.0917,546.316,601.0455,657.1099,709.6839,,,,,,,
SVN.1.0.0.0.URTG,SVN,1,0,0,0,URTG,Slovenia,01 Revenue (ESA 2010),Total revenue: general government :- ESA 2010 ,Mrd EURO-SIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73726,5.34073,5.94667,6.72295,7.57028,8.24913,9.33409,10.54645,11.39745,12.32105,13.08641,13.9094,15.16615,16.5076,15.81116,16.28331,16.45079,16.46121,16.75862,17.15557,17.96004,17.97,19.0384,20.43755,21.41198,20.62143,23.55674,25.40486,28.08393,30.69798,32.66927,34.56718,,,,,,,
